model,lookback_days,window_id,split_idx_global,status,error_message,train_start,train_end,test_start,test_end,n_train,n_test,n_train_eval,train_eval_start,train_eval_end,generalization_gap_RMSE,model_hyperparams_json,feature_columns_json,RMSE,MAE,MAPE,Accuracy,Bias,ErrorPct,ErrorStd,train_RMSE,train_MAE,train_MAPE,train_Accuracy,train_Bias,train_ErrorPct,train_ErrorStd
Prophet,45,1,1,ok,,2025-01-01,2025-02-14,2025-02-15,2025-03-16,45,30,45,2025-01-01,2025-02-14,0.9809706665721722,"{""changepoint_prior_scale"": 0.05, ""daily_seasonality"": false, ""seasonality_mode"": ""multiplicative"", ""seasonality_prior_scale"": 1.0, ""weekly_seasonality"": true, ""yearly_seasonality"": false}",[],2.5315264019391157,2.1919363956234488,18.72871588257973,81.27128411742027,1.1247771643998514,20.012684399111063,2.267929067268074,1.5505557353669435,1.1781784016684493,9.920620134137279,90.07937986586272,-0.0033717870198687354,12.67700141332197,1.5505520692745587
Prophet,45,2,2,ok,,2025-01-01,2025-03-16,2025-03-17,2025-04-15,75,30,75,2025-01-01,2025-03-16,1.0643741411528655,"{""changepoint_prior_scale"": 0.05, ""daily_seasonality"": false, ""seasonality_mode"": ""multiplicative"", ""seasonality_prior_scale"": 1.0, ""weekly_seasonality"": true, ""yearly_seasonality"": false}",[],2.923758377471559,2.2235161495966884,13.219857989079642,86.78014201092036,-2.082240786051286,19.20925311733842,2.0524707936386446,1.8593842363186937,1.4557526238492662,11.960813857545858,88.03918614245414,-0.0015426941186536898,14.996734902445642,1.8593835963472702
Prophet,45,3,3,ok,,2025-01-01,2025-04-15,2025-04-16,2025-05-15,105,30,105,2025-01-01,2025-04-15,2.330436032665803,"{""changepoint_prior_scale"": 0.05, ""daily_seasonality"": false, ""seasonality_mode"": ""multiplicative"", ""seasonality_prior_scale"": 1.0, ""weekly_seasonality"": true, ""yearly_seasonality"": false}",[],4.148767965940145,2.9815429487851826,18.838372770905032,81.16162722909496,0.609062874884096,24.909343760980278,4.103817497117658,1.8183319332743422,1.414429481215362,11.131360501326263,88.86863949867373,-0.0061207940726956305,13.770157901437205,1.8183216314626867
Prophet,45,4,4,ok,,2025-01-01,2025-05-15,2025-05-16,2025-06-14,135,30,135,2025-01-01,2025-05-15,3.043595152701574,"{""changepoint_prior_scale"": 0.05, ""daily_seasonality"": false, ""seasonality_mode"": ""multiplicative"", ""seasonality_prior_scale"": 1.0, ""weekly_seasonality"": true, ""yearly_seasonality"": false}",[],5.505059795972867,5.05882110544396,39.685285229184856,60.314714770815144,5.05882110544396,41.123294653313515,2.1711776482709935,2.4614646432712934,1.7323529825108805,12.78629174112131,87.21370825887868,0.014809375031376274,17.61753756701326,2.4614200926468963
Prophet,45,5,5,ok,,2025-01-01,2025-06-14,2025-06-15,2025-07-14,165,30,165,2025-01-01,2025-06-14,-0.48744684415781525,"{""changepoint_prior_scale"": 0.05, ""daily_seasonality"": false, ""seasonality_mode"": ""multiplicative"", ""seasonality_prior_scale"": 1.0, ""weekly_seasonality"": true, ""yearly_seasonality"": false}",[],1.9436706707088443,1.4398785815225368,11.363350628229888,88.63664937177012,0.07624766839810597,15.40017615912919,1.9421745465425142,2.4311175148666595,1.721018678743032,12.724061168677622,87.27593883132238,0.007050824733345017,17.53380376149198,2.431107290302512
Prophet,45,6,6,ok,,2025-01-01,2025-07-14,2025-07-15,2025-08-13,195,30,195,2025-01-01,2025-07-14,0.2112335374033485,"{""changepoint_prior_scale"": 0.05, ""daily_seasonality"": false, ""seasonality_mode"": ""multiplicative"", ""seasonality_prior_scale"": 1.0, ""weekly_seasonality"": true, ""yearly_seasonality"": false}",[],2.5661659967573454,2.2647289376632007,17.134562334375154,82.86543766562485,-2.2647289376632007,19.443336610461923,1.2067355807402587,2.354932459353997,1.675001440734913,12.50423397914369,87.49576602085631,0.0038129908110270333,17.22210022706552,2.3549293724483844
Prophet,45,7,7,ok,,2025-01-01,2025-08-13,2025-08-14,2025-09-12,225,30,225,2025-01-01,2025-08-13,2.554677268318184,"{""changepoint_prior_scale"": 0.05, ""daily_seasonality"": false, ""seasonality_mode"": ""multiplicative"", ""seasonality_prior_scale"": 1.0, ""weekly_seasonality"": true, ""yearly_seasonality"": false}",[],4.879981351361703,3.6774328137130547,21.370499151713403,78.6295008482866,-3.5395728455044013,31.896660208561673,3.359410969352495,2.325304083043519,1.6945706614838583,12.70825854296407,87.29174145703593,-0.0033667973417869806,17.084673024531348,2.3253016456568645
Prophet,45,8,8,ok,,2025-01-01,2025-09-12,2025-09-13,2025-10-12,255,30,255,2025-01-01,2025-09-12,-1.0440519824596597,"{""changepoint_prior_scale"": 0.05, ""daily_seasonality"": false, ""seasonality_mode"": ""multiplicative"", ""seasonality_prior_scale"": 1.0, ""weekly_seasonality"": true, ""yearly_seasonality"": false}",[],1.5219869242656408,1.1945284600420356,9.873591595007843,90.12640840499216,0.48742612379397426,10.864464046510875,1.441825222236997,2.5660389067253004,1.8026895233558207,13.039936462336149,86.96006353766386,0.0025879543352824424,18.58214986666411,2.5660376016965016
Prophet,45,9,9,ok,,2025-01-01,2025-10-12,2025-10-13,2025-11-11,285,30,285,2025-01-01,2025-10-12,-0.7814910857989341,"{""changepoint_prior_scale"": 0.05, ""daily_seasonality"": false, ""seasonality_mode"": ""multiplicative"", ""seasonality_prior_scale"": 1.0, ""weekly_seasonality"": true, ""yearly_seasonality"": false}",[],1.6951993447546578,1.389637854922274,10.761584158360108,89.23841584163989,0.13958298356270096,12.224191776490589,1.6894429286472972,2.476690430553592,1.7255613003676522,12.538281569201237,87.46171843079877,0.004594202309829417,17.90786718331005,2.4766861694814852
Prophet,45,10,10,ok,,2025-01-01,2025-10-13,2025-10-14,2025-11-12,286,30,286,2025-01-01,2025-10-13,-0.7473247575746571,"{""changepoint_prior_scale"": 0.05, ""daily_seasonality"": false, ""seasonality_mode"": ""multiplicative"", ""seasonality_prior_scale"": 1.0, ""weekly_seasonality"": true, ""yearly_seasonality"": false}",[],1.73069656212106,1.4278360539747832,11.206046917564882,88.79395308243512,0.17525312927525843,12.527213742391583,1.721800491002626,2.478021319695717,1.7279322115591333,12.537028606159417,87.46297139384058,-0.005103970432377035,17.92915027322405,2.4780160633765735
