model,lookback_days,window_id,split_idx_global,status,error_message,train_start,train_end,test_start,test_end,n_train,n_test,n_train_eval,train_eval_start,train_eval_end,generalization_gap_RMSE,model_hyperparams_json,feature_columns_json,RMSE,MAE,MAPE,Accuracy,Bias,ErrorPct,ErrorStd,train_RMSE,train_MAE,train_MAPE,train_Accuracy,train_Bias,train_ErrorPct,train_ErrorStd
ARIMA,45,6,6,ok,,2025-01-01,2025-07-14,2025-07-15,2025-08-13,195,30,195,2025-01-01,2025-07-14,-1.3480801638619142,"{""order"": ""(2,1,2)""}",[],2.0315764841880726,1.6949089256559475,12.85012684473233,87.14987315526767,0.3039440146426753,15.392856690440599,2.008711290123313,3.3796566480499868,2.577392871830374,19.08974455746154,80.91025544253846,-0.40370363725144864,24.716116716889562,3.3554586023341755
ARIMA,45,7,7,ok,,2025-01-01,2025-08-13,2025-08-14,2025-09-12,225,30,225,2025-01-01,2025-08-13,1.909472709311892,"{""order"": ""(2,1,2)""}",[],4.818987103516605,3.2773592699819716,19.050614482675744,80.94938551732426,-1.9871997816551075,31.497988029691765,4.390179236847769,2.909514394204713,2.1637380594229954,16.32842450896769,83.67157549103231,-0.10800007300666721,21.37703298576482,2.9075092423438607
ARIMA,45,8,8,ok,,2025-01-01,2025-09-12,2025-09-13,2025-10-12,255,30,255,2025-01-01,2025-09-12,0.6411530119719391,"{""order"": ""(2,1,2)""}",[],3.6676204287507117,3.0624387205004977,21.41388066844353,78.58611933155647,-0.8505272025994149,26.180731022795722,3.5676383066432016,3.0264674167787726,2.224647392252152,16.684368461771133,83.31563153822887,-0.07999800705538533,21.916375062655806,3.0254099463859014
ARIMA,45,9,9,ok,,2025-01-01,2025-10-12,2025-10-13,2025-11-11,285,30,285,2025-01-01,2025-10-12,0.34481993358901386,"{""order"": ""(2,1,2)""}",[],3.3223681195735617,2.8907351724963593,22.551513244174046,77.44848675582595,0.8591283042059057,23.957810726763523,3.209365744017196,2.977548185984548,2.2146065324915973,16.58943198360432,83.41056801639567,-0.10646384212952886,21.5293509389458,2.975644241198684
ARIMA,45,10,10,ok,,2025-01-01,2025-10-13,2025-10-14,2025-11-12,286,30,286,2025-01-01,2025-10-13,0.37499247397336655,"{""order"": ""(2,1,2)""}",[],3.349234625495934,2.8662179661787004,22.28520981720486,77.71479018279514,0.6438131301576819,24.242596273252193,3.286773072491842,2.9742421515225677,2.213372277822245,16.58983749739101,83.41016250260898,-0.10027790235676853,21.519441362253225,2.9725512137207186
Prophet,45,1,1,ok,,2025-01-01,2025-02-14,2025-02-15,2025-03-16,45,30,45,2025-01-01,2025-02-14,0.9809706665721722,"{""changepoint_prior_scale"": 0.05, ""daily_seasonality"": false, ""seasonality_mode"": ""multiplicative"", ""seasonality_prior_scale"": 1.0, ""weekly_seasonality"": true, ""yearly_seasonality"": false}",[],2.5315264019391157,2.1919363956234488,18.72871588257973,81.27128411742027,1.1247771643998514,20.012684399111063,2.267929067268074,1.5505557353669435,1.1781784016684493,9.920620134137279,90.07937986586272,-0.0033717870198687354,12.67700141332197,1.5505520692745587
Prophet,45,2,2,ok,,2025-01-01,2025-03-16,2025-03-17,2025-04-15,75,30,75,2025-01-01,2025-03-16,1.0643741411528655,"{""changepoint_prior_scale"": 0.05, ""daily_seasonality"": false, ""seasonality_mode"": ""multiplicative"", ""seasonality_prior_scale"": 1.0, ""weekly_seasonality"": true, ""yearly_seasonality"": false}",[],2.923758377471559,2.2235161495966884,13.219857989079642,86.78014201092036,-2.082240786051286,19.20925311733842,2.0524707936386446,1.8593842363186937,1.4557526238492662,11.960813857545858,88.03918614245414,-0.0015426941186536898,14.996734902445642,1.8593835963472702
Prophet,45,3,3,ok,,2025-01-01,2025-04-15,2025-04-16,2025-05-15,105,30,105,2025-01-01,2025-04-15,2.330436032665803,"{""changepoint_prior_scale"": 0.05, ""daily_seasonality"": false, ""seasonality_mode"": ""multiplicative"", ""seasonality_prior_scale"": 1.0, ""weekly_seasonality"": true, ""yearly_seasonality"": false}",[],4.148767965940145,2.9815429487851826,18.838372770905032,81.16162722909496,0.609062874884096,24.909343760980278,4.103817497117658,1.8183319332743422,1.414429481215362,11.131360501326263,88.86863949867373,-0.0061207940726956305,13.770157901437205,1.8183216314626867
Prophet,45,4,4,ok,,2025-01-01,2025-05-15,2025-05-16,2025-06-14,135,30,135,2025-01-01,2025-05-15,3.043595152701574,"{""changepoint_prior_scale"": 0.05, ""daily_seasonality"": false, ""seasonality_mode"": ""multiplicative"", ""seasonality_prior_scale"": 1.0, ""weekly_seasonality"": true, ""yearly_seasonality"": false}",[],5.505059795972867,5.05882110544396,39.685285229184856,60.314714770815144,5.05882110544396,41.123294653313515,2.1711776482709935,2.4614646432712934,1.7323529825108805,12.78629174112131,87.21370825887868,0.014809375031376274,17.61753756701326,2.4614200926468963
Prophet,45,5,5,ok,,2025-01-01,2025-06-14,2025-06-15,2025-07-14,165,30,165,2025-01-01,2025-06-14,-0.48744684415781525,"{""changepoint_prior_scale"": 0.05, ""daily_seasonality"": false, ""seasonality_mode"": ""multiplicative"", ""seasonality_prior_scale"": 1.0, ""weekly_seasonality"": true, ""yearly_seasonality"": false}",[],1.9436706707088443,1.4398785815225368,11.363350628229888,88.63664937177012,0.07624766839810597,15.40017615912919,1.9421745465425142,2.4311175148666595,1.721018678743032,12.724061168677622,87.27593883132238,0.007050824733345017,17.53380376149198,2.431107290302512
Prophet,45,6,6,ok,,2025-01-01,2025-07-14,2025-07-15,2025-08-13,195,30,195,2025-01-01,2025-07-14,0.2112335374033485,"{""changepoint_prior_scale"": 0.05, ""daily_seasonality"": false, ""seasonality_mode"": ""multiplicative"", ""seasonality_prior_scale"": 1.0, ""weekly_seasonality"": true, ""yearly_seasonality"": false}",[],2.5661659967573454,2.2647289376632007,17.134562334375154,82.86543766562485,-2.2647289376632007,19.443336610461923,1.2067355807402587,2.354932459353997,1.675001440734913,12.50423397914369,87.49576602085631,0.0038129908110270333,17.22210022706552,2.3549293724483844
Prophet,45,7,7,ok,,2025-01-01,2025-08-13,2025-08-14,2025-09-12,225,30,225,2025-01-01,2025-08-13,2.554677268318184,"{""changepoint_prior_scale"": 0.05, ""daily_seasonality"": false, ""seasonality_mode"": ""multiplicative"", ""seasonality_prior_scale"": 1.0, ""weekly_seasonality"": true, ""yearly_seasonality"": false}",[],4.879981351361703,3.6774328137130547,21.370499151713403,78.6295008482866,-3.5395728455044013,31.896660208561673,3.359410969352495,2.325304083043519,1.6945706614838583,12.70825854296407,87.29174145703593,-0.0033667973417869806,17.084673024531348,2.3253016456568645
