date,actual,prediction,error,abs_error,ape
2025-04-16,13.640625,12.62005615234375,1.02056884765625,1.02056884765625,7.481833476517755
2025-04-17,15.99609375,13.73211669921875,2.26397705078125,2.26397705078125,14.153311965811966
2025-04-18,20.17578125,15.32611083984375,4.84967041015625,4.84967041015625,24.03708857696031
2025-04-19,22.23046875,21.36181640625,0.86865234375,0.86865234375,3.907485503426463
2025-04-20,11.9765625,20.5987548828125,-8.6221923828125,8.6221923828125,71.99221298108284
2025-04-21,13.4609375,11.7496337890625,1.7113037109375,1.7113037109375,12.713109402205456
2025-04-22,11.8984375,12.0733642578125,-0.1749267578125,0.1749267578125,1.4701657912015758
2025-04-23,16.4921875,12.6304931640625,3.8616943359375,3.8616943359375,23.41529488394126
2025-04-24,15.3671875,13.08013916015625,2.28704833984375,2.28704833984375,14.882673487544483
2025-04-25,15.66015625,15.88140869140625,-0.22125244140625,0.22125244140625,1.412836742329758
2025-04-26,21.859375,21.87066650390625,-0.01129150390625,0.01129150390625,0.051655200142959254
2025-04-27,20.3125,23.03790283203125,-2.72540283203125,2.72540283203125,13.417367788461537
2025-04-28,14.96875,14.30096435546875,0.66778564453125,0.66778564453125,4.461198460334029
2025-04-29,15.859375,13.33575439453125,2.52362060546875,2.52362060546875,15.912484605911331
2025-04-30,28.22265625,14.32611083984375,13.89654541015625,13.89654541015625,49.23897058823529
2025-05-01,21.9921875,14.1448974609375,7.8472900390625,7.8472900390625,35.68217140319716
2025-05-02,20.91796875,15.61083984375,5.30712890625,5.30712890625,25.371148459383754
2025-05-03,20.4921875,21.22039794921875,-0.72821044921875,0.72821044921875,3.553600362180709
2025-05-04,16.3203125,21.59930419921875,-5.27899169921875,5.27899169921875,32.346143489708
2025-05-05,14.921875,12.80633544921875,2.11553955078125,2.11553955078125,14.17743782722513
2025-05-06,10.0546875,13.33026123046875,-3.27557373046875,3.27557373046875,32.57757867132867
2025-05-07,10.64453125,14.04095458984375,-3.39642333984375,3.39642333984375,31.90768348623853
2025-05-08,16.6484375,14.84808349609375,1.80035400390625,1.80035400390625,10.813951783200375
2025-05-09,14.73828125,16.583251953125,-1.844970703125,1.844970703125,12.518221574344023
2025-05-10,22.3515625,22.04986572265625,0.30169677734375,0.30169677734375,1.3497793603635093
2025-05-11,21.41015625,22.9383544921875,-1.5281982421875,1.5281982421875,7.137725779967159
2025-05-12,13.95703125,14.441162109375,-0.484130859375,0.484130859375,3.4687237615449202
2025-05-13,11.1953125,14.4012451171875,-3.2059326171875,3.2059326171875,28.636383461270064
2025-05-14,11.15234375,15.05609130859375,-3.90374755859375,3.90374755859375,35.00383099824869
2025-05-15,14.74609375,15.6051025390625,-0.8590087890625,0.8590087890625,5.825331125827814
