model,lookback_days,window_id,split_idx_global,status,error_message,train_start,train_end,test_start,test_end,n_train,n_test,n_train_eval,train_eval_start,train_eval_end,generalization_gap_RMSE,model_hyperparams_json,feature_columns_json,RMSE,MAE,MAPE,Accuracy,Bias,ErrorPct,ErrorStd,train_RMSE,train_MAE,train_MAPE,train_Accuracy,train_Bias,train_ErrorPct,train_ErrorStd
SARIMA,45,1,1,ok,,2025-01-01,2025-02-14,2025-02-15,2025-03-16,45,30,45,2025-01-01,2025-02-14,-0.5864433340933517,"{""order"": ""(2,1,2)"", ""seasonal_order"": ""(1,1,1,7)""}",[],2.3883324958458574,1.832745965104894,14.11041597802764,85.88958402197235,-0.2634315682745515,18.88068180639655,2.373759869816177,2.974775829939209,2.2012639836519963,18.656625948451097,81.3433740515489,-0.05363333259296965,24.321110515599052,2.97429230305723
SARIMA,45,2,2,ok,,2025-01-01,2025-03-16,2025-03-17,2025-04-15,75,30,75,2025-01-01,2025-03-16,2.3587059124201484,"{""order"": ""(2,1,2)"", ""seasonal_order"": ""(1,1,1,7)""}",[],4.878521938901251,4.22132348337301,32.455957857363394,67.54404214263661,4.205256014340218,32.052157074581764,2.4730139834210894,2.5198160264811027,1.7492347183701702,14.689084153175,85.310915846825,-0.17823384152326247,20.32340180902453,2.5135046260245613
SARIMA,45,3,3,ok,,2025-01-01,2025-04-15,2025-04-16,2025-05-15,105,30,105,2025-01-01,2025-04-15,1.7166477297232934,"{""order"": ""(2,1,2)"", ""seasonal_order"": ""(1,1,1,7)""}",[],4.188332019221035,3.1169703010503365,19.72294037692831,80.2770596230717,1.0032361499856621,25.14688768048654,4.066404103208891,2.471684289497742,1.7871565818214183,14.069167972750368,85.93083202724964,-0.08575159936494808,18.717970204481038,2.4701963262373114
SARIMA,45,4,4,ok,,2025-01-01,2025-05-15,2025-05-16,2025-06-14,135,30,135,2025-01-01,2025-05-15,1.4095540553414154,"{""order"": ""(2,1,2)"", ""seasonal_order"": ""(1,1,1,7)""}",[],4.266054076632478,3.860507767300238,31.190681789173507,68.80931821082649,3.7924014166243674,31.867809851704532,1.9536910912265721,2.8565000212910623,2.0632379746642857,15.462126717439407,84.5378732825606,-0.07599649532438067,20.44493979340206,2.8554889081091264
SARIMA,45,5,5,ok,,2025-01-01,2025-06-14,2025-06-15,2025-07-14,165,30,165,2025-01-01,2025-06-14,-0.7215919433853775,"{""order"": ""(2,1,2)"", ""seasonal_order"": ""(1,1,1,7)""}",[],2.052199875756506,1.5212417596144678,12.108406445467017,87.89159355453299,0.10776582801101349,16.26007948603112,2.0493684042573017,2.7737918191418833,1.9881660198457853,15.259416211777205,84.74058378822279,0.06483987682028504,20.00525319514764,2.773033870386795
SARIMA,45,6,6,ok,,2025-01-01,2025-07-14,2025-07-15,2025-08-13,195,30,195,2025-01-01,2025-07-14,-0.5623774343200605,"{""order"": ""(2,1,2)"", ""seasonal_order"": ""(1,1,1,7)""}",[],2.0891391191391784,1.7938207327250848,13.784896155842777,86.21510384415723,-1.6956348198798128,15.828997489186175,1.2203789643912986,2.651516553459239,1.911504116454155,14.66158361770325,85.33841638229674,0.059224677263953605,19.391080052429633,2.6508550452394304
SARIMA,45,7,7,ok,,2025-01-01,2025-08-13,2025-08-14,2025-09-12,225,30,225,2025-01-01,2025-08-13,1.430942020100613,"{""order"": ""(2,1,2)"", ""seasonal_order"": ""(1,1,1,7)""}",[],3.939433705832946,2.6512746266609253,15.261618212535083,84.73838178746492,-2.001035818615016,25.749028383898608,3.393374953534081,2.508491685732333,1.7895436240236757,13.732948660286029,86.26705133971397,0.010579756473597225,18.43060464565067,2.508469375165103
SARIMA,45,8,8,ok,,2025-01-01,2025-09-12,2025-09-13,2025-10-12,255,30,255,2025-01-01,2025-09-12,-1.1326017325874365,"{""order"": ""(2,1,2)"", ""seasonal_order"": ""(1,1,1,7)""}",[],1.4978321222954973,1.1834492340412992,9.41453551906704,90.58546448093296,0.19642402834504,10.692038795432037,1.4848968542188175,2.630433854882934,1.8739437260083909,14.223530406589305,85.7764695934107,0.07670569817967446,19.04847037886876,2.629315215180763
SARIMA,45,9,9,ok,,2025-01-01,2025-10-12,2025-10-13,2025-11-11,285,30,285,2025-01-01,2025-10-12,-0.7315940347079146,"{""order"": ""(2,1,2)"", ""seasonal_order"": ""(1,1,1,7)""}",[],1.8006034922821952,1.5212234322200764,12.290256051999972,87.70974394800002,0.6117455798191881,12.984267880460887,1.6934994189519292,2.53219752699011,1.8034089951424082,13.69311035429174,86.30688964570825,0.06048627576091862,18.309214763311868,2.5314750099772665
SARIMA,45,10,10,ok,,2025-01-01,2025-10-13,2025-10-14,2025-11-12,286,30,286,2025-01-01,2025-10-13,-0.7304089216508258,"{""order"": ""(2,1,2)"", ""seasonal_order"": ""(1,1,1,7)""}",[],1.7981843752424178,1.5094826897620675,12.188215984039228,87.81178401596077,0.4782420979886172,13.015707380433888,1.7334219172138703,2.5285932968932436,1.8002400030776098,13.672792215200118,86.32720778479988,0.06231477153013636,18.295052120630213,2.527825336201572
