model,avg_RMSE,avg_MAE,avg_MAPE,avg_Accuracy,avg_Bias,avg_ErrorPct,avg_ErrorStd,lookback_days,window_id,split_idx_global,test_end,latest_RMSE,latest_MAE,latest_MAPE,latest_Accuracy,latest_Bias,latest_ErrorPct,latest_ErrorStd,rmse_trend_slope,rmse_trend_delta,latest_rmse_rank,avg_rmse_rank,final_score
Prophet,2.9446813391292936,2.3849859301287166,17.218186665700053,82.78181333429994,-0.021537151946094044,20.761061847428913,2.1956784744817557,45,10,10,2025-11-12,1.73069656212106,1.4278360539747832,11.206046917564882,88.79395308243512,0.17525312927525843,12.527213742391583,1.721800491002626,-0.18299410305174743,-0.8008298398180558,1.0,2.0,2.0
Ensemble_InverseRMSE,2.8920931096473335,2.2704682366545605,16.270409961457403,83.7295900385426,-0.1786140029861984,20.285880291418714,2.4678569629576668,45,10,10,2025-11-12,2.3078575863183435,1.9836409629230407,15.514715569181305,84.4852844308187,0.39309563330641023,16.704849309562288,2.2741333430127977,-0.09810127123941526,-0.21460502220130895,2.0,1.0,2.5
ARIMA,3.5248039061078402,2.8175010708815056,19.87841966424474,80.12158033575527,-0.4220129594746478,24.793921832715803,3.3230003430669983,45,10,10,2025-11-12,3.349234625495934,2.8662179661787004,22.28520981720486,77.71479018279514,0.6438131301576819,24.242596273252193,3.286773072491842,-0.06307911789532311,-0.042694423460752695,3.0,3.0,4.5
