model,avg_RMSE,avg_MAE,avg_MAPE,avg_Accuracy,avg_Bias,avg_ErrorPct,avg_ErrorStd,lookback_days,window_id,split_idx_global,test_end,latest_RMSE,latest_MAE,latest_MAPE,latest_Accuracy,latest_Bias,latest_ErrorPct,latest_ErrorStd,rmse_trend_slope,rmse_trend_delta,latest_rmse_rank,avg_rmse_rank,final_score
Ensemble_InverseRMSE,2.5224626085196524,1.9938290118488597,16.434420604667864,83.56557939533214,0.18918954809896615,19.941031645648362,2.515357812771352,45,1,1,2025-03-16,2.5224626085196524,1.9938290118488597,16.434420604667864,83.56557939533214,0.18918954809896615,19.941031645648362,2.515357812771352,,,1.0,1.0,1.5
Prophet,2.5315264019391157,2.1919363956234488,18.72871588257973,81.27128411742027,1.1247771643998514,20.012684399111063,2.267929067268074,45,1,1,2025-03-16,2.5315264019391157,2.1919363956234488,18.72871588257973,81.27128411742027,1.1247771643998514,20.012684399111063,2.267929067268074,,,2.0,2.0,3.0
ARIMA,3.391929048956687,2.507721629263991,18.92013272246845,81.07986727753155,-0.7463980682019186,26.814496388009506,3.308787179155023,45,1,1,2025-03-16,3.391929048956687,2.507721629263991,18.92013272246845,81.07986727753155,-0.7463980682019186,26.814496388009506,3.308787179155023,,,3.0,3.0,4.5
