date,actual,prediction,error,abs_error,ape
2025-08-14,11.91796875,11.11427278073227,0.8036959692677303,0.8036959692677303,6.743564999427695
2025-08-15,14.9765625,12.929643366542868,2.0469191334571324,2.0469191334571324,13.667482998566141
2025-08-16,15.7109375,15.993650296306736,-0.2827127963067362,0.2827127963067362,1.7994648397445165
2025-08-17,17.4296875,14.189288949719872,3.240398550280128,3.240398550280128,18.591260171934394
2025-08-18,13.48046875,10.189854229608413,3.2906145203915873,3.2906145203915873,24.410238111279234
2025-08-19,13.83984375,9.856751750416025,3.9830919995839746,3.9830919995839746,28.77989138847015
2025-08-20,13.26953125,10.405887832099191,2.863643417900809,2.863643417900809,21.58059213961163
2025-08-21,13.02734375,10.93199055401152,2.09535319598848,2.09535319598848,16.08427040998653
2025-08-22,16.01953125,12.71708972542273,3.3024415245772705,3.3024415245772705,20.61509461818535
2025-08-23,26.41015625,15.730107758687566,10.680048491312434,10.680048491312434,40.43917192391633
2025-08-24,25.89453125,13.954926897994428,11.939604352005572,11.939604352005572,46.10859426932307
2025-08-25,15.6796875,10.021152094526537,5.658535405473463,5.658535405473463,36.08831748383673
2025-08-26,12.02734375,9.693177550451802,2.334166199548198,2.334166199548198,19.407162945252963
2025-08-27,11.4609375,10.232790272220369,1.2281472277796315,1.2281472277796315,10.71594036508472
2025-08-28,13.8359375,10.749708327291497,3.086229172708503,3.086229172708503,22.30589125390674
2025-08-29,16.3984375,12.504536084300597,3.8939014156994034,3.8939014156994034,23.745563659338906
2025-08-30,20.38671875,15.466565221068379,4.920153528931621,4.920153528931621,24.134111964102225
2025-08-31,19.58203125,13.72056484625165,5.86146640374835,5.86146640374835,29.932882492710505
2025-09-01,23.41015625,9.852449959442144,13.557706290557856,13.557706290557856,57.91377958255984
2025-09-02,11.5625,9.529603350488404,2.0328966495115957,2.0328966495115957,17.581808860640827
2025-09-03,13.06640625,10.05969271234154,3.0067135376584595,3.0067135376584595,23.01102139433679
2025-09-04,11.08984375,10.567426100568419,0.5224176494315813,0.5224176494315813,4.710775563736696
2025-09-05,13.89453125,12.291982443178403,1.6025488068215967,1.6025488068215967,11.533665857360944
2025-09-06,19.28515625,15.203022683450472,4.082133566549528,4.082133566549528,21.167230970967776
2025-09-07,19.7109375,13.486202794510413,6.2247347054895865,6.2247347054895865,31.58010472860353
2025-09-08,8.5859375,9.68374782436037,-1.0978103243603705,1.0978103243603705,12.786143905198127
2025-09-09,11.88671875,9.366029150519449,2.5206895994805514,2.5206895994805514,21.205932877654327
2025-09-10,9.19921875,9.886595152462709,-0.6873764024627089,0.6873764024627089,7.472117156282526
2025-09-11,12.69921875,10.385143873848396,2.3140748761516043,2.3140748761516043,18.222182968157817
2025-09-12,13.2421875,12.079428802044802,1.1627586979551978,1.1627586979551978,8.780714651225093
